PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, AV06
Station name, AKU_AkutPtAK2005
Begin Date, 2005-06-22
End Date, 2018-09-15
Release Date, 2018-11-17
Source file, AV06.pbo.nam08.pos
Offset from source file, -12.60 mm North, -7.17 mm East, 12.53 mm Vertical
Reference position, 54.1471796925 North Latitude, -165.7657206321 East Longitude, 463.09852 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2013-10-26,-24.30, -15.77, 25.55, 1.87, 1.39, 5.74, rern6,
2013-10-27,-24.95, -14.49, 22.91, 1.89, 1.39, 5.73, rern6,
2013-10-28,-20.67, -14.39, 28.59, 1.58, 1.17, 4.82, rern6,
2013-10-29,-19.92, -14.93, 31.44, 1.64, 1.21, 5, rern6,
2013-10-30,-20.75, -16.35, 25.60, 1.75, 1.3, 5.34, rern6,
2013-10-31,-21.80, -15.61, 43.56, 1.83, 1.36, 5.6, rern6,
2013-11-01,-20.47, -15.02, 29.11, 1.72, 1.27, 5.22, rern6,
2013-11-02,-22.41, -14.44, 25.62, 1.95, 1.44, 5.98, rern6,
2013-11-03,-24.87, -15.30, 24.08, 1.96, 1.45, 6.02, rern6,
2013-11-04,-22.59, -14.37, 23.19, 1.88, 1.39, 5.79, rern6,
2013-11-05,-23.49, -15.29, 27.33, 1.77, 1.33, 5.49, rern6,
2013-11-06,-20.82, -15.07, 17.97, 2.13, 1.57, 6.53, rern6,
2013-11-07,-19.55, -17.61, 17.27, 1.96, 1.44, 5.96, rern6,
2013-11-08,-19.00, -14.33, 24.22, 2.09, 1.54, 6.44, rern6,
2013-11-09,-19.83, -14.94, 32.07, 2, 1.47, 6.13, rern6,
2013-11-10,-23.30, -17.23, 27.91, 1.89, 1.39, 5.8, rern6,
2013-11-11,-22.39, -17.68, 24.76, 1.86, 1.37, 5.67, rern6,
2013-11-12,-24.09, -13.54, 32.10, 1.94, 1.42, 5.97, rern6,
2013-11-13,-28.32, -19.40, 26.93, 2.14, 1.57, 6.54, rern6,
2013-11-14,-20.09, -17.64, 28.84, 1.99, 1.46, 6.12, rern6,
2013-11-15,-26.21, -10.60, 46.28, 1.86, 1.37, 5.72, rern6,
2013-11-16,-17.86, -14.64, 34.15, 1.81, 1.33, 5.54, rern6,
2013-11-17,-22.00, -16.75, 29.60, 1.6, 1.19, 4.95, rern6,
2013-11-18,-21.36, -16.13, 24.02, 1.57, 1.17, 4.85, rern6,
2013-11-19,-20.68, -16.41, 28.44, 1.62, 1.18, 4.96, rern6,
2013-11-20,-21.34, -16.89, 33.95, 1.58, 1.17, 4.9, rern6,
2013-11-21,-23.38, -16.95, 34.47, 1.53, 1.14, 4.77, rern6,
2013-11-22,-21.68, -17.34, 22.48, 1.71, 1.26, 5.29, rern6,
2013-11-23,-22.20, -17.84, 31.52, 1.51, 1.12, 4.66, rern6,
2013-11-24,-22.26, -16.81, 31.35, 1.44, 1.07, 4.46, rern6,
2013-11-25,-21.72, -16.84, 28.89, 1.51, 1.12, 4.66, rern6,
2013-11-26,-20.14, -17.53, 27.54, 1.59, 1.18, 4.89, rern6,
2013-11-27,-20.61, -17.35, 28.20, 1.49, 1.12, 4.64, rern6,
2013-11-28,-23.92, -18.59, 28.28, 1.6, 1.2, 4.96, rern6,
2013-11-29,-22.20, -17.51, 33.78, 1.49, 1.12, 4.65, rern6,
2013-11-30,-21.21, -17.46, 28.84, 1.45, 1.09, 4.5, rern6,
2013-12-01,-18.48, -19.25, 29.93, 1.56, 1.16, 4.82, rern6,
2013-12-02,-18.20, -16.04, 22.94, 2.73, 2.3, 8.54, rern6,
2013-12-03,-18.92, -18.55, 14.41, 1.96, 1.46, 6.04, rern6,
2013-12-04,-26.25, -15.03, 14.67, 1.83, 1.36, 5.68, rern6,
2013-12-05,-25.04, -17.56, 24.15, 1.92, 1.41, 5.88, rern6,
2013-12-06,-20.11, -16.39, 27.58, 1.7, 1.26, 5.26, rern6,
2013-12-07,-19.54, -16.74, 29.35, 1.64, 1.22, 5.09, rern6,
2013-12-08,-21.23, -16.24, 27.45, 1.73, 1.3, 5.38, rern6,
2013-12-09,-18.81, -15.93, 29.11, 1.63, 1.23, 5.08, rern6,
2013-12-10,-20.48, -15.89, 26.18, 1.55, 1.18, 4.86, rern6,
2013-12-11,-21.07, -16.38, 28.48, 1.66, 1.25, 5.17, rern6,
2013-12-12,-21.68, -15.66, 25.09, 1.62, 1.23, 5.04, rern6,
2013-12-13,-24.55, -16.66, 34.22, 1.58, 1.2, 4.91, rern6,
2013-12-14,-23.95, -17.44, 35.10, 1.59, 1.21, 4.95, rern6,
2013-12-15,-21.97, -16.98, 34.86, 1.41, 1.07, 4.41, rern6,
2013-12-16,-21.92, -17.46, 30.47, 1.38, 1.05, 4.33, rern6,
2013-12-17,-21.21, -17.24, 33.29, 1.4, 1.04, 4.35, rern6,
2013-12-18,-19.66, -17.68, 29.07, 1.81, 1.35, 5.63, rern6,
2013-12-19,-26.62, -19.75, 38.28, 1.92, 1.42, 5.95, rern6,
2013-12-20,-26.68, -17.99, 31.94, 1.82, 1.35, 5.64, rern6,
2013-12-21,-22.12, -17.97, 30.77, 1.63, 1.22, 5.07, rern6,
2013-12-22,-21.65, -17.85, 29.10, 1.51, 1.13, 4.68, rern6,
2013-12-23,-19.96, -17.16, 32.53, 1.64, 1.23, 5.09, rern6,
2013-12-24,-22.21, -17.56, 26.23, 1.76, 1.31, 5.47, rern6,
2013-12-25,-20.34, -15.40, 29.63, 1.62, 1.21, 5.02, rern6,
2013-12-26,-18.33, -15.37, 34.46, 1.63, 1.22, 5.09, rern6,
2013-12-27,-20.62, -17.41, 28.62, 1.64, 1.24, 5.1, rern6,
2013-12-28,-20.39, -17.78, 29.94, 1.6, 1.22, 4.98, rern6,
2013-12-29,-22.41, -17.30, 26.03, 1.58, 1.21, 4.94, rern6,
2013-12-30,-21.64, -17.55, 23.66, 1.61, 1.24, 5.03, rern6,
2013-12-31,-23.00, -18.49, 31.55, 1.79, 1.34, 5.46, rern6,
2014-01-01,-21.82, -16.08, 35.31, 1.75, 1.31, 5.42, rern6,
2014-01-02,-21.90, -17.95, 24.15, 1.98, 1.49, 6.17, rern6,
2014-01-03,-22.06, -17.09, 26.51, 1.61, 1.24, 5.02, rern6,
2014-01-04,-24.04, -17.49, 26.95, 1.64, 1.26, 5.11, rern6,
2014-01-05,-24.06, -16.96, 23.42, 1.51, 1.16, 4.73, rern6,
2014-01-06,-24.66, -16.36, 23.07, 1.76, 1.35, 5.52, rern6,
2014-01-07,-23.23, -15.84, 31.43, 1.75, 1.36, 5.49, rern6,
2014-01-08,-21.84, -17.04, 28.83, 1.62, 1.28, 5.12, rern6,
2014-01-09,-21.47, -14.55, 30.97, 1.67, 1.29, 5.22, rern6,
2014-01-10,-22.87, -14.45, 32.35, 1.66, 1.29, 5.2, rern6,
2014-01-11,-23.74, -15.86, 31.21, 1.69, 1.31, 5.27, rern6,
2014-01-12,-22.57, -15.01, 28.29, 1.75, 1.36, 5.51, rern6,
2014-01-13,-24.69, -16.16, 26.18, 1.64, 1.29, 5.08, rern6,
2014-01-14,-22.62, -16.03, 33.58, 1.72, 1.34, 5.31, rern6,
2014-01-15,-24.55, -16.98, 30.74, 1.5, 1.19, 4.7, rern6,
2014-01-16,-24.99, -15.91, 33.41, 1.59, 1.24, 4.89, rern6,
2014-01-17,-26.89, -14.66, 36.70, 1.84, 1.41, 5.63, rern6,
2014-01-18,-24.93, -15.20, 30.36, 1.83, 1.42, 5.74, rern6,
2014-01-19,-23.24, -14.84, 27.54, 1.74, 1.35, 5.46, rern6,
2014-01-20,-25.82, -14.26, 26.29, 1.73, 1.33, 5.44, rern6,
2014-01-21,-23.05, -17.00, 23.64, 1.7, 1.33, 5.28, rern6,
2014-01-22,-24.03, -15.65, 26.36, 1.68, 1.31, 5.23, rern6,
2014-01-23,-24.57, -15.20, 28.26, 1.52, 1.21, 4.79, rern6,
2014-01-24,-24.30, -14.97, 29.62, 1.59, 1.26, 5.01, rern6,
2014-01-25,-23.28, -15.04, 27.66, 1.65, 1.28, 5.14, rern6,
2014-01-26,-22.42, -16.46, 31.54, 1.75, 1.35, 5.38, rern6,
2014-01-27,-21.88, -14.37, 20.56, 1.77, 1.37, 5.51, rern6,
2014-01-28,-22.13, -16.08, 25.57, 1.7, 1.33, 5.27, rern6,
2014-01-29,-22.76, -13.85, 25.80, 1.77, 1.39, 5.47, rern6,
2014-01-30,-22.27, -15.61, 25.99, 1.85, 1.43, 5.6, rern6,
2014-01-31,-23.06, -14.96, 17.19, 1.72, 1.35, 5.32, rern6,
2014-02-01,-23.14, -16.78, 23.43, 1.64, 1.29, 5.07, rern6,
2014-02-02,-25.58, -16.18, 25.22, 1.72, 1.36, 5.34, rern6,
2014-02-03,-25.58, -15.15, 22.06, 1.74, 1.37, 5.36, rern6,
2014-02-04,-23.53, -14.86, 19.36, 1.66, 1.31, 5.14, rern6,
2014-02-05,-22.45, -17.47, 15.76, 1.77, 1.38, 5.52, rern6,
2014-02-06,-22.27, -15.42, 19.56, 1.72, 1.34, 5.34, rern6,
2014-02-07,-21.72, -13.63, 23.22, 1.87, 1.47, 5.82, rern6,
2014-02-08,-23.71, -13.83, 25.60, 1.82, 1.41, 5.6, rern6,
2014-02-09,-25.78, -16.65, 26.47, 1.76, 1.37, 5.43, rern6,
2014-02-10,-25.25, -16.24, 23.25, 1.81, 1.41, 5.55, rern6,
2014-02-11,-28.89, -14.73, 32.05, 1.78, 1.4, 5.52, rern6,
2014-02-12,-24.43, -13.90, 34.86, 1.63, 1.29, 5.04, rern6,
2014-02-13,-22.60, -14.22, 29.59, 1.62, 1.27, 5.02, rern6,
2014-02-14,-21.82, -15.99, 27.15, 1.71, 1.34, 5.32, rern6,
2014-02-15,-23.66, -15.32, 34.99, 1.66, 1.3, 5.13, rern6,
2014-02-16,-24.40, -13.84, 34.03, 1.58, 1.25, 4.89, rern6,
2014-02-17,-23.82, -13.50, 28.18, 1.56, 1.23, 4.83, rern6,
2014-02-18,-23.32, -14.32, 25.99, 1.58, 1.24, 4.85, rern6,
2014-02-19,-22.28, -15.11, 21.76, 1.45, 1.15, 4.51, rern6,
2014-02-20,-23.21, -14.52, 24.23, 1.72, 1.32, 5.32, rern6,
2014-02-21,-24.61, -12.61, 24.57, 1.82, 1.39, 5.61, rern6,
2014-02-22,-26.06, -15.37, 19.89, 1.88, 1.44, 5.9, rern6,
2014-02-23,-22.76, -13.91, 25.73, 1.79, 1.36, 5.64, rern6,
2014-02-24,-21.41, -14.74, 21.49, 1.73, 1.31, 5.44, rern6,
2014-02-25,-24.52, -15.06, 24.90, 1.78, 1.34, 5.59, rern6,
2014-02-26,-23.63, -13.81, 25.86, 1.63, 1.23, 5.16, rern6,
2014-02-27,-24.36, -15.25, 21.20, 1.6, 1.22, 5.09, rern6,
2014-02-28,-24.13, -14.10, 25.65, 1.71, 1.29, 5.38, rern6,
2014-03-01,-23.19, -15.68, 23.35, 1.89, 1.43, 5.94, rern6,
2014-03-02,-24.51, -17.19, 23.55, 1.99, 1.5, 6.24, rern6,
2014-03-03,-22.41, -15.29, 18.30, 1.8, 1.37, 5.61, rern6,
2014-03-04,-22.38, -15.03, 21.24, 1.67, 1.26, 5.23, rern6,
2014-03-05,-20.76, -17.33, 18.53, 1.76, 1.31, 5.39, rern6,
2014-03-06,-22.43, -15.27, 19.32, 1.68, 1.28, 5.28, rern6,
2014-03-07,-22.55, -14.92, 19.28, 1.71, 1.33, 5.3, rern6,
2014-03-08,-22.42, -15.60, 18.12, 1.86, 1.43, 5.7, rern6,
2014-03-09,-22.98, -15.19, 20.56, 1.83, 1.41, 5.65, rern6,
2014-03-10,-24.16, -14.50, 21.93, 1.73, 1.33, 5.38, rern6,
2014-03-11,-22.59, -16.42, 17.33, 1.74, 1.34, 5.42, rern6,
2014-03-12,-24.25, -15.14, 21.01, 1.7, 1.31, 5.3, rern6,
2014-03-13,-24.61, -15.73, 23.44, 1.81, 1.38, 5.62, rern6,
2014-03-14,-22.98, -14.75, 18.22, 1.61, 1.25, 5.02, rern6,
2014-03-15,-22.81, -15.58, 16.60, 1.69, 1.31, 5.3, rern6,
2014-03-16,-23.95, -15.93, 14.51, 1.91, 1.46, 5.95, rern6,
2014-03-17,-23.63, -14.29, 19.05, 1.83, 1.4, 5.72, rern6,
2014-03-18,-23.44, -13.94, 12.13, 1.75, 1.35, 5.48, rern6,
2014-03-19,-22.30, -15.99, 9.49, 1.79, 1.37, 5.58, rern6,
2014-03-20,-21.02, -17.09, 19.95, 1.8, 1.38, 5.63, rern6,
2014-03-21,-20.46, -16.41, 12.30, 1.97, 1.5, 6.09, rern6,
2014-03-22,-23.12, -15.36, 9.99, 1.71, 1.31, 5.37, rern6,
2014-03-23,-20.48, -15.31, 17.66, 1.7, 1.32, 5.43, suppf,
2014-03-24,-21.46, -14.20, 16.61, 1.79, 1.38, 5.67, suppf,
2014-03-25,-22.97, -15.21, 15.84, 1.7, 1.32, 5.41, suppf,
2014-03-26,-22.79, -17.32, 19.65, 1.71, 1.33, 5.43, suppf,
2014-03-27,-20.16, -16.81, 26.31, 1.79, 1.39, 5.68, suppf,
2014-03-28,-21.24, -17.63, 19.32, 1.77, 1.36, 5.6, suppf,
2014-03-29,-22.75, -14.30, 22.72, 1.78, 1.37, 5.6, suppf,
2014-03-30,-20.91, -15.55, 19.59, 1.69, 1.3, 5.37, suppf,
2014-03-31,-19.95, -13.97, 15.44, 1.98, 1.52, 6.25, suppf,
2014-04-01,-24.46, -15.26, 19.73, 1.87, 1.44, 5.88, suppf,
2014-04-02,-18.36, -16.39, 19.33, 1.8, 1.38, 5.67, suppf,
2014-04-03,-19.22, -15.73, 21.95, 1.8, 1.37, 5.67, suppf,
2014-04-04,-20.61, -16.25, 13.99, 1.92, 1.61, 6.23, suppf,
2014-04-05,-22.47, -16.97, 21.72, 1.58, 1.22, 5, suppf,
2014-04-06,-23.65, -17.40, 18.22, 1.9, 1.45, 5.91, suppf,
2014-04-07,-23.10, -16.82, 22.05, 1.55, 1.19, 4.91, suppf,
2014-04-08,-20.45, -18.48, 28.26, 1.68, 1.28, 5.27, suppf,
2014-04-09,-21.47, -17.35, 25.04, 1.56, 1.2, 4.92, suppf,
2014-04-10,-21.90, -17.46, 24.54, 1.74, 1.35, 5.58, suppf,
2014-04-11,-23.55, -18.72, 26.64, 1.77, 1.36, 5.59, suppf,
2014-04-12,-19.44, -17.62, 25.00, 1.8, 1.38, 5.69, suppf,
2014-04-13,-20.01, -17.67, 21.32, 1.82, 1.39, 5.78, suppf,
2014-04-14,-23.18, -14.82, 25.71, 1.89, 1.42, 5.9, suppf,
2014-04-15,-22.38, -17.88, 17.18, 1.93, 1.45, 6.05, suppf,
2014-04-16,-20.96, -17.71, 25.61, 1.75, 1.36, 5.52, suppf,
2014-04-17,-19.62, -18.02, 25.11, 1.66, 1.26, 5.25, suppf,
2014-04-18,-21.27, -17.23, 21.66, 1.57, 1.21, 4.96, suppf,
2014-04-19,-21.87, -17.48, 27.23, 1.58, 1.2, 4.99, suppf,
2014-04-20,-20.52, -17.34, 32.32, 1.52, 1.16, 4.86, suppf,
2014-04-21,-22.03, -17.53, 25.50, 1.78, 1.36, 5.66, suppf,
2014-04-22,-23.63, -18.05, 28.36, 1.73, 1.32, 5.49, suppf,
2014-04-23,-22.31, -16.58, 29.57, 1.65, 1.25, 5.23, suppf,
2014-04-24,-21.17, -17.02, 30.83, 1.68, 1.27, 5.28, suppf,
2014-04-25,-20.14, -16.30, 26.90, 1.67, 1.27, 5.29, suppf,
2014-04-26,-23.37, -15.74, 25.85, 1.64, 1.25, 5.19, suppf,
2014-04-27,-20.75, -17.19, 28.42, 1.66, 1.25, 5.28, suppf,
2014-04-28,-21.56, -16.73, 31.26, 1.74, 1.32, 5.53, suppf,
2014-04-29,-20.81, -13.44, 28.86, 1.82, 1.4, 5.79, suppf,
2014-04-30,-30.07, -16.95, 11.59, 2.04, 1.54, 6.51, suppf,
2014-05-01,-25.61, -14.67, 26.79, 1.86, 1.39, 5.91, suppf,
2014-05-02,-18.71, -14.52, 24.63, 1.68, 1.27, 5.36, suppf,
2014-05-03,-22.84, -12.76, 21.97, 1.77, 1.33, 5.63, suppf,
2014-05-04,-22.37, -14.41, 28.61, 1.8, 1.34, 5.7, suppf,
2014-05-05,-23.23, -15.44, 28.45, 1.87, 1.4, 5.91, suppf,
2014-05-06,-21.42, -16.04, 21.00, 1.81, 1.38, 5.76, suppf,
2014-05-07,-19.49, -16.88, 26.50, 1.75, 1.34, 5.53, suppf,
2014-05-08,-20.46, -16.72, 25.81, 1.82, 1.41, 5.78, suppf,
2014-05-09,-20.84, -16.49, 30.99, 1.68, 1.29, 5.37, suppf,
2014-05-10,-21.15, -15.49, 32.50, 1.62, 1.23, 5.18, suppf,
2014-05-11,-21.43, -15.00, 26.59, 1.58, 1.22, 5.11, suppf,
2014-05-12,-21.54, -14.58, 25.78, 1.56, 1.31, 5.05, suppf,
2014-05-13,-21.84, -15.07, 29.79, 1.56, 1.29, 5, suppf,
2014-05-14,-21.81, -15.76, 30.57, 1.55, 1.17, 4.96, suppf,
2014-05-15,-21.38, -16.28, 30.02, 1.59, 1.21, 5.13, suppf,
2014-05-16,-21.98, -15.35, 28.44, 1.59, 1.35, 5.18, suppf,
2014-05-17,-22.90, -15.10, 31.42, 1.78, 1.35, 5.7, suppf,
2014-05-18,-21.59, -15.60, 27.06, 1.8, 1.35, 5.71, suppf,
2014-05-19,-21.71, -15.34, 31.64, 1.93, 1.47, 6.21, suppf,
2014-05-20,-22.88, -13.53, 34.17, 1.78, 1.36, 5.82, suppf,
2014-05-21,-19.11, -15.11, 39.00, 1.92, 1.45, 6.24, suppf,
2014-05-22,-26.02, -16.15, 24.78, 1.77, 1.35, 5.76, suppf,
2014-05-23,-23.00, -15.00, 31.49, 1.68, 1.27, 5.45, suppf,
2014-05-24,-21.16, -16.38, 27.74, 1.64, 1.25, 5.39, suppf,
2014-05-25,-21.18, -16.73, 35.12, 1.64, 1.25, 5.39, suppf,
2014-05-26,-24.90, -18.12, 29.29, 1.77, 1.35, 5.79, suppf,
2014-05-27,-26.62, -19.05, 27.59, 1.84, 1.4, 6, suppf,
2014-05-28,-23.01, -15.55, 33.76, 1.71, 1.29, 5.59, suppf,
2014-05-29,-22.23, -17.52, 31.06, 1.67, 1.29, 5.46, suppf,
2014-05-30,-24.60, -14.75, 38.73, 1.98, 1.53, 6.41, suppf,
2014-05-31,-20.90, -17.03, 30.04, 1.9, 1.45, 6.11, suppf,
2014-06-01,-22.30, -15.93, 29.73, 1.61, 1.25, 5.28, suppf,
2014-06-02,-22.18, -16.01, 32.68, 1.54, 1.2, 5.06, suppf,
2014-06-03,-22.46, -16.12, 33.01, 1.86, 1.43, 6.03, suppf,
2014-06-04,-24.07, -17.36, 32.80, 1.87, 1.44, 6.08, suppf,
2014-06-05,-23.35, -16.45, 31.07, 1.71, 1.32, 5.56, suppf,
2014-06-06,-24.17, -15.25, 35.15, 1.68, 1.29, 5.46, suppf,
2014-06-07,-23.35, -14.90, 30.55, 1.93, 1.48, 6.24, suppf,
2014-06-08,-22.55, -15.80, 23.59, 1.66, 1.29, 5.41, suppf,
2014-06-09,-22.53, -15.08, 29.01, 1.55, 1.21, 5.08, suppf,
2014-06-10,-21.80, -15.06, 32.02, 1.6, 1.24, 5.23, suppf,
2014-06-11,-22.95, -16.45, 29.25, 1.89, 1.46, 6.13, suppf,
2014-06-12,-26.61, -17.41, 32.50, 1.65, 1.28, 5.39, suppf,
2014-06-13,-23.73, -14.67, 29.24, 1.76, 1.36, 5.73, suppf,
2014-06-14,-22.57, -15.39, 29.92, 1.57, 1.21, 5.15, suppf,
2014-06-15,-22.18, -15.34, 32.24, 1.65, 1.28, 5.42, suppf,
2014-06-16,-22.97, -14.30, 29.72, 1.75, 1.36, 5.7, suppf,
2014-06-17,-24.70, -13.37, 37.61, 1.73, 1.35, 5.68, suppf,
2014-06-18,-25.11, -11.76, 36.36, 1.89, 1.48, 6.28, suppf,
2014-06-19,-24.64, -12.97, 34.10, 2.01, 1.57, 6.5, suppf,
2014-06-20,-22.73, -15.97, 30.94, 1.99, 1.55, 6.55, suppf,
2014-06-21,-22.73, -15.56, 28.03, 1.48, 1.18, 4.97, suppf,
2014-06-22,-22.69, -14.75, 20.33, 1.45, 1.15, 4.87, suppf,
2014-06-23,-22.78, -15.59, 26.74, 1.41, 1.13, 4.75, suppf,
2014-06-24,-21.29, -15.42, 25.82, 1.62, 1.29, 5.42, suppf,
2014-06-25,-21.65, -15.87, 29.64, 1.63, 1.29, 5.43, suppf,
2014-06-26,-21.69, -14.53, 28.61, 1.46, 1.17, 4.91, suppf,
2014-06-27,-23.33, -14.08, 27.14, 1.53, 1.22, 5.14, suppf,
2014-06-28,-23.23, -14.46, 28.19, 1.53, 1.22, 5.17, suppf,
2014-06-29,-22.85, -15.63, 30.88, 1.66, 1.31, 5.55, suppf,
2014-06-30,-22.59, -14.45, 28.17, 1.5, 1.22, 5.09, suppf,
2014-07-01,-22.59, -14.61, 25.55, 1.36, 1.1, 4.66, suppf,
2014-07-02,-23.01, -15.25, 28.05, 1.73, 1.39, 5.85, suppf,
2014-07-03,-21.84, -16.91, 25.53, 1.69, 1.35, 5.73, suppf,
2014-07-04,-21.04, -14.07, 30.52, 1.6, 1.28, 5.4, suppf,
2014-07-05,-23.18, -15.68, 30.83, 1.58, 1.25, 5.3, suppf,
2014-07-06,-22.28, -13.93, 23.96, 1.43, 1.16, 4.89, suppf,
2014-07-07,-22.77, -13.92, 26.34, 1.32, 1.06, 4.51, suppf,
2014-07-08,-23.20, -15.01, 23.24, 1.36, 1.09, 4.61, suppf,
2014-07-09,-23.17, -14.47, 24.42, 1.32, 1.06, 4.49, suppf,
2014-07-10,-23.44, -15.66, 25.59, 1.4, 1.13, 4.8, suppf,
2014-07-11,-23.77, -14.83, 21.56, 1.49, 1.18, 5.03, suppf,
2014-07-12,-24.30, -16.38, 33.99, 1.58, 1.28, 5.35, suppf,
2014-07-13,-22.88, -15.27, 23.56, 1.46, 1.18, 4.9, suppf,
2014-07-14,-23.58, -15.63, 18.70, 1.49, 1.2, 4.99, suppf,
2014-07-15,-21.30, -14.94, 21.96, 1.45, 1.18, 4.93, suppf,
2014-07-16,-22.11, -14.66, 23.79, 1.37, 1.13, 4.69, suppf,
2014-07-17,-23.96, -14.49, 22.65, 1.5, 1.2, 5.03, suppf,
2014-07-18,-22.89, -14.96, 23.23, 1.59, 1.28, 5.37, suppf,
2014-07-19,-22.43, -16.01, 25.35, 1.34, 1.09, 4.58, suppf,
2014-07-20,-22.97, -16.19, 14.80, 1.46, 1.16, 4.97, suppf,
2014-07-21,-22.06, -15.82, 20.59, 1.84, 1.45, 6.16, suppf,
2014-07-22,-22.38, -15.38, 17.01, 1.43, 1.14, 4.83, suppf,
2014-07-23,-21.30, -16.36, 6.17, 1.8, 1.41, 5.97, suppf,
2014-07-24,-26.04, -16.04, 27.81, 2.03, 1.59, 6.82, suppf,
2014-07-25,-22.02, -11.99, 3.11, 1.61, 1.28, 5.36, suppf,
2014-07-26,-21.74, -16.14, 18.71, 1.7, 1.35, 5.65, suppf,
2014-07-27,-19.89, -15.95, 26.88, 1.64, 1.3, 5.48, suppf,
2014-07-28,-21.78, -14.69, 22.16, 1.44, 1.15, 4.86, suppf,
2014-07-29,-23.22, -14.21, 24.30, 1.59, 1.26, 5.32, suppf,
2014-07-30,-24.44, -14.62, 13.30, 1.56, 1.22, 5.11, suppf,
2014-07-31,-22.67, -14.85, 20.26, 1.26, 1, 4.31, suppf,
2014-08-01,-22.84, -15.72, 29.98, 1.26, 1.01, 4.33, suppf,
2014-08-02,-22.86, -13.92, 24.06, 1.27, 1.01, 4.38, suppf,
2014-08-03,-17.85, -14.86, 17.69, 1.7, 1.33, 5.63, suppf,
2014-08-04,-21.76, -15.04, 24.73, 1.46, 1.15, 4.89, suppf,
2014-08-05,-23.48, -14.87, 19.10, 1.53, 1.21, 5.09, suppf,
2014-08-06,-21.08, -15.30, 22.78, 1.4, 1.1, 4.67, suppf,
2014-08-07,-24.14, -15.50, 25.43, 1.98, 1.54, 6.46, suppf,
2014-08-08,-22.64, -15.36, 23.42, 1.47, 1.15, 4.87, suppf,
2014-08-09,-24.42, -13.62, 27.21, 1.53, 1.2, 5.05, suppf,
2014-08-10,-22.98, -14.69, 22.96, 1.38, 1.08, 4.62, suppf,
2014-08-11,-21.65, -17.80, 29.21, 1.67, 1.3, 5.54, suppf,
2014-08-12,-20.45, -16.53, 22.73, 1.64, 1.26, 5.36, suppf,
2014-08-13,-22.44, -14.98, 20.28, 1.35, 1.06, 4.52, suppf,
2014-08-14,-20.66, -17.07, 25.41, 1.65, 1.29, 5.49, suppf,
2014-08-15,-22.43, -14.84, 30.09, 1.67, 1.3, 5.48, suppf,
2014-08-16,-23.49, -14.26, 22.09, 1.54, 1.21, 5.12, suppf,
2014-08-17,-21.90, -15.93, 21.29, 1.63, 1.31, 5.39, suppf,
2014-08-18,-21.84, -14.34, 20.86, 1.32, 1.07, 4.43, suppf,
2014-08-19,-21.79, -14.28, 21.09, 1.37, 1.11, 4.56, suppf,
2014-08-20,-22.50, -14.68, 21.94, 1.37, 1.13, 4.58, suppf,
2014-08-21,-20.96, -15.64, 24.66, 1.31, 1.1, 4.43, suppf,
2014-08-22,-20.31, -14.23, 32.90, 1.49, 1.23, 4.96, suppf,
2014-08-23,-21.81, -15.11, 26.09, 1.43, 1.18, 4.72, suppf,
2014-08-24,-23.33, -14.86, 25.82, 1.62, 1.32, 5.36, suppf,
2014-08-25,-24.30, -12.13, 26.87, 1.9, 1.52, 6.23, suppf,
2014-08-26,-20.90, -14.18, 26.30, 1.67, 1.36, 5.55, suppf,
2014-08-27,-23.17, -13.32, 27.21, 1.86, 1.5, 6.19, suppf,
2014-08-28,-26.61, -11.54, 20.17, 1.8, 1.45, 5.9, suppf,
2014-08-29,-21.96, -13.20, 23.97, 1.78, 1.43, 5.88, suppf,
2014-08-30,-23.81, -13.57, 24.86, 1.7, 1.37, 5.58, suppf,
2014-08-31,-22.77, -13.88, 21.49, 1.43, 1.17, 4.78, suppf,
2014-09-01,-24.61, -11.73, 13.85, 1.44, 1.18, 4.81, suppf,
2014-09-02,-23.29, -13.40, 20.22, 1.37, 1.11, 4.57, suppf,
2014-09-03,-23.61, -12.32, 15.47, 2.07, 1.64, 6.79, suppf,
2014-09-04,-22.27, -12.00, 27.50, 1.69, 1.35, 5.52, suppf,
2014-09-05,-23.54, -12.92, 25.58, 1.39, 1.13, 4.68, suppf,
2014-09-06,-22.51, -15.23, 29.01, 1.71, 1.41, 5.69, suppf,
2014-09-07,-29.01, -13.51, 9.02, 2.26, 1.75, 7.26, suppf,
2014-09-08,-29.34, -14.27, 7.87, 1.81, 1.45, 5.95, suppf,
2014-09-09,-27.07, -15.90, 16.05, 1.58, 1.27, 5.25, suppf,
2014-09-10,-20.64, -14.68, 22.82, 1.68, 1.34, 5.51, suppf,
2014-09-11,-25.12, -15.12, 21.06, 1.91, 1.52, 6.24, suppf,
2014-09-12,-23.45, -13.86, 12.07, 1.74, 1.39, 5.69, suppf,
2014-09-13,-26.45, -13.96, 24.65, 1.85, 1.46, 6.1, suppf,
2014-09-14,-18.98, -18.07, 4.58, 2.32, 1.82, 7.52, suppf,
2014-09-15,-24.47, -13.88, 22.94, 1.74, 1.38, 5.68, suppf,
2014-09-16,-23.58, -12.29, 31.65, 1.71, 1.36, 5.54, suppf,
2014-09-17,-24.05, -14.65, 27.59, 1.49, 1.21, 4.91, suppf,
